,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Year,Month,Year_Month,Geographic Location,Location,Latitude,Longitude,Drought / No Drought,MYD13A3_061__1_km_monthly_EVI,MYD13A3_061__1_km_monthly_NDVI,MYD13A3_061__1_km_monthly_VI_Quality_VI_Usefulness_Description,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,IPO_TPI,SAMI,P_acc_3M,precip_calculated_index,precip_scale_2_calculated_index,precip_scale_3_calculated_index,precip_scale_6_calculated_index,precip_scale_9_calculated_index,precip_scale_12_calculated_index,precip_scale_24_calculated_index
152,152,152,152,152,152,152,2021,January,2021-01,Hay,Hay,-34.5041,144.8442,0,0.206,0.3136,['Highest quality'],0.23828125,234.25,23.7734375,0.04296875,0.0234375,41.8984375,-1.87,0.116,,1.95,68.09375,0.913763161,0.269147629,-0.190092714,0.595550246,0.2216469111419368,0.7112913075700718,-0.04255248386406874
153,153,153,153,153,153,153,2021,February,2021-02,Hay,Hay,-34.5041,144.8442,0,0.2115,0.3368,['Highest quality'],0.21484375,195.4765625,23.390625,0.0703125,0.015625,8.3984375,-1.84,0.323,,2.19,62.59375,-0.395008303,0.13598684,-0.22189937,0.163284107,0.1323735959610577,0.700894818500735,-0.13549242165241912
154,154,154,154,154,154,154,2021,March,2021-03,Hay,Hay,-34.5041,144.8442,0,0.2201,0.346,['Highest quality'],0.237304688,155.0234375,14.9296875,0.02734375,0.0,14.203125,-0.55,0.367,,-0.95,64.5,0.099305523,-0.334630136,0.036470256,0.105308824,0.1901365134006931,0.5026213243671097,-0.08749607808790251
155,155,155,155,155,155,155,2021,April,2021-04,Hay,Hay,-34.5041,144.8442,0,0.2184,0.3523,['Highest quality'],0.228515625,106.6328125,9.8359375,0.014648438,0.0,2.296875,-0.42,0.325,,0.87,24.8984375,-1.179965165,-0.569417338,-0.751190809,-0.717961493,0.115864443349238,-0.1772793536688537,-0.15491095558358106
156,156,156,156,156,156,156,2018,November,2018-11,Coleambally,Coleambally,-34.7972,145.8795,0,0.1826,0.314,['Highest quality'],0.192382813,189.171875,47.3828125,0.131835938,0.0703125,54.1015625,0.62,0.623,,2.84,92.203125,0.736577359,0.639121553,0.158380313,-0.71812926,-1.313870150563473,-0.7431318282411881,-1.0633218012118617
157,157,157,157,157,157,157,2018,December,2018-12,Coleambally,Coleambally,-34.7972,145.8795,0,0.1706,0.3326,['Highest quality'],0.19921875,236.9453125,38.1796875,0.048828125,0.015625,19.3984375,-0.23,0.379,,1.44,105.6015625,-0.114972423,0.305136413,0.344093309,-0.629711429,-0.9828410419514692,-1.560390670374619,-1.1143841121468834
158,158,158,158,158,158,158,2018,January,2018-01,Coleambally,Coleambally,-34.7972,145.8795,0,0.2365,0.4439,['Highest quality'],0.205078125,241.828125,37.15625,0.045898438,0.015625,20.6015625,-1.12,-0.135,,2.72,154.1015625,-0.111275146,1.363208911,0.978021973,0.569466076,0.1065855388107192,0.008529340197212,0.9281897328261001
159,159,159,159,159,159,159,2019,November,2019-11,Coleambally,Coleambally,-34.7972,145.8795,0,0.1844,0.3041,['Highest quality'],0.186523438,202.6875,19.4453125,0.051757813,0.0078125,19.1015625,1.07,0.958,,-4.42,35.1015625,-0.825064553,-1.268307138,-1.305909489,-1.221280209,-1.018372425690337,-1.369427768479503,-1.4851349253107866
160,160,160,160,160,160,160,2019,December,2019-12,Coleambally,Coleambally,-34.7972,145.8795,0,0.1665,0.2748,['Highest quality'],0.192382813,256.8828125,10.8515625,0.014648438,0.0,5.8984375,0.73,0.312,,-1.78,29.703125,-1.039647159,-1.080584515,-1.414202305,-1.376103201,-1.0414610301109712,-1.4278174232620808,-2.2050496071883092
161,161,161,161,161,161,161,2020,January,2020-01,Coleambally,Coleambally,-34.7972,145.8795,0,0.1772,0.3056,['Highest quality'],0.192382813,241.609375,18.8046875,0.0546875,0.09375,40.703125,0.2,0.238,,0.57,65.703125,0.628291408,-0.186108226,-0.490814524,-1.130352248,-0.7733190823182275,-1.0379927043402537,-2.005913345627569
162,162,162,162,162,162,162,2020,February,2020-02,Coleambally,Coleambally,-34.7972,145.8795,0,0.2622,0.412,['Highest quality'],0.1796875,189.9140625,37.703125,0.1328125,0.0234375,38.3984375,0.3,0.134,,-0.36,85.0,0.321112597,0.434140984,-0.166385095,-0.922673382,-1.086379722703748,-0.9176164334730014,-1.7119417587460344
163,163,163,163,163,163,163,2020,March,2020-03,Coleambally,Coleambally,-34.7972,145.8795,0,0.263,0.4563,['Highest quality'],0.192382813,148.1015625,60.421875,0.166992188,0.3046875,57.203125,0.52,0.119,,2.05,136.3046875,1.005411499,0.719184391,0.747312135,-0.270585113,-0.5655358912404815,-0.4683007026094959,-1.218808463612675
164,164,164,164,164,164,164,2020,April,2020-04,Coleambally,Coleambally,-34.7972,145.8795,0,0.2821,0.5084,['Highest quality'],0.185546875,90.765625,46.1328125,0.174804688,0.15625,91.6015625,0.48,0.064,,-1.72,187.203125,2.373372108,1.911964223,1.476378405,1.092607337,0.2212391228036069,0.2123058088130706,-0.6577717505625456
165,165,165,165,165,165,165,2020,May,2020-05,Coleambally,Coleambally,-34.7972,145.8795,0,0.3048,0.5496,['Lower quality'],0.19140625,62.75,38.328125,0.220703125,0.0859375,9.8984375,-0.42,0.378,,1.03,158.703125,-0.636733351,1.622782893,1.551088209,1.241233451,0.3345436991270314,-0.1060327382674017,-0.7962263379181455
166,166,166,166,166,166,166,2020,June,2020-06,Coleambally,Coleambally,-34.7972,145.8795,0,0.2715,0.5269,['Lower quality'],0.185546875,44.5234375,21.8046875,0.150390625,0.0078125,22.8984375,-0.02,0.568,,1.18,124.3984375,-0.485872364,-1.020185864,0.917772699,1.127939481,0.2735611839205192,-0.1684744140126155,-0.9471022219918546
167,167,167,167,167,167,167,2020,July,2020-07,Coleambally,Coleambally,-34.7972,145.8795,0,0.303,0.5927,['Lower quality'],0.190429688,51.28125,23.890625,0.159179688,0.0078125,18.8984375,-0.44,0.417,,-0.97,51.6953125,-0.685169883,-0.768315612,-1.20290031,0.859361272,0.4259202351572593,-0.3619312961695671,-0.8642097330500448
168,168,168,168,168,168,168,2020,August,2020-08,Coleambally,Coleambally,-34.7972,145.8795,0,0.3498,0.6119,['Highest quality'],0.190429688,73.8671875,33.0390625,0.237304688,0.078125,55.1015625,-1.28,-0.07,,-2.2,96.8984375,1.092820803,0.509940095,0.019631489,1.206204464,0.9154609238520024,0.2202308561753125,-0.44502009574796025
169,169,169,169,169,169,169,2020,September,2020-09,Coleambally,Coleambally,-34.7972,145.8795,0,0.3509,0.5925,['Highest quality'],0.18359375,115.046875,36.1484375,0.18359375,0.015625,27.703125,-1.24,-0.084,,-0.25,101.703125,0.331590705,0.772454904,0.424386048,0.721536141,0.9287407023537652,0.3543742293124647,-0.24206400888484916
170,170,170,170,170,170,170,2020,October,2020-10,Coleambally,Coleambally,-34.7972,145.8795,0,0.2629,0.4735,['Highest quality'],0.189453125,156.046875,46.9609375,0.192382813,0.0625,65.203125,-1.19,0.233,,1.79,148.0078125,1.252641128,0.977506194,1.076651762,0.333592596,1.064731994592678,0.8447853393007766,-0.008221481220090247
171,171,171,171,171,171,171,2020,November,2020-11,Coleambally,Coleambally,-34.7972,145.8795,0,0.2265,0.4202,['Highest quality'],0.18359375,216.859375,56.3125,0.155273438,0.0078125,9.5,-1.19,0.143,,1.14,102.40625,-1.631943214,0.386003288,0.34608191,0.164180009,0.8883229582807538,0.7415575693464417,-0.306271341391663
172,172,172,172,172,172,172,2020,December,2020-12,Coleambally,Coleambally,-34.7972,145.8795,0,0.1803,0.3305,['Highest quality'],0.188476563,231.1171875,30.1328125,0.043945313,0.0078125,14.5,-1.86,0.1,,2.28,89.203125,-0.369659073,-1.124922181,0.068406519,0.208136023,0.4844104950773107,0.716232902611545,-0.35172001857607116
173,173,173,173,173,173,173,2021,January,2021-01,Coleambally,Coleambally,-34.7972,145.8795,0,0.1751,0.31,['Highest quality'],0.188476563,226.4140625,27.8203125,0.056640625,0.0390625,57.703125,-1.87,0.116,,1.95,81.703125,1.079452765,0.476497746,-0.153511547,0.60404694,0.1074665510952405,0.7733065423162114,-0.06195859866294847
174,174,174,174,174,174,174,2021,February,2021-02,Coleambally,Coleambally,-34.7972,145.8795,0,0.1956,0.371,['Lower quality'],0.169921875,185.2265625,43.890625,0.12890625,0.0390625,23.296875,-1.84,0.323,,2.19,95.5,-0.161163161,0.471228855,0.080633084,0.205079222,0.1035239528894533,0.722365732201084,-0.027807601591011036
175,175,175,175,175,175,175,2021,March,2021-03,Coleambally,Coleambally,-34.7972,145.8795,0,0.2326,0.4703,['Highest quality'],0.1875,143.328125,31.6171875,0.09375,0.1796875,61.3984375,-0.55,0.367,,-0.95,142.3984375,1.089745748,0.548602018,0.824784184,0.563561634,0.5580746251355807,0.7264683805856934,0.2255348206265264
176,176,176,176,176,176,176,2021,April,2021-04,Coleambally,Coleambally,-34.7972,145.8795,0,0.2412,0.4653,['Highest quality'],0.181640625,99.703125,37.78125,0.076171875,0.0,1.5,-0.42,0.325,,0.87,86.1953125,-1.8445612,0.511257648,0.12067444,-0.162280084,0.6094454077940177,0.1152692842000673,0.1925108021194478
177,177,177,177,177,177,177,2021,April,2021-04,Coleambally,Coleambally,-34.7972,145.8795,0,0.2412,0.4653,['Highest quality'],0.181640625,99.703125,37.78125,0.076171875,0.0,1.5,-0.42,0.325,,0.87,86.1953125,-1.8445612,0.511257648,0.12067444,-0.162280084,0.6094454077940177,0.1152692842000673,0.1925108021194478
178,178,178,178,178,178,178,2018,November,2018-11,Griffith,Griffith,-34.2872,146.0467,0,0.1811,0.2914,['Lower quality'],0.915039063,188.78125,39.109375,0.1796875,0.03125,57.6015625,0.62,0.623,,2.84,106.5,0.592515248,0.683149106,0.248541384,-0.486040966,-1.0275860301341002,-0.4267974069430004,-0.7269052501296318
179,179,179,179,179,179,179,2018,December,2018-12,Griffith,Griffith,-34.2872,146.0467,0,0.1636,0.2734,['Highest quality'],0.939453125,239.359375,50.2578125,0.1328125,0.0078125,17.203125,-0.23,0.379,,1.44,115.3046875,-0.412644196,0.02119716,0.230242247,-0.626696586,-0.9301495529876748,-1.3785713917938995,-0.9946072545295299
180,180,180,180,180,180,180,2018,January,2018-01,Griffith,Griffith,-34.2872,146.0467,0,0.1866,0.3176,['Highest quality'],1.052734375,238.828125,60.484375,0.10546875,0.015625,21.0,-1.12,-0.135,,2.72,166.296875,-0.04635816,1.292473311,0.900318672,0.614905092,0.0827417773001118,-0.1589420022552437,1.0288310183796856
181,181,181,181,181,181,181,2019,November,2019-11,Griffith,Griffith,-34.2872,146.0467,0,0.1743,0.2921,['Highest quality'],0.8515625,208.109375,36.4296875,0.22265625,0.2265625,51.296875,1.07,0.958,,-4.42,64.796875,0.398112187,-0.318069018,-0.604442846,-0.947690689,-0.3722882695017412,-0.7558061106087366,-0.8120167771944375
182,182,182,182,182,182,182,2019,December,2019-12,Griffith,Griffith,-34.2872,146.0467,0,0.155,0.2558,['Lower quality'],0.872070313,261.2890625,31.6484375,0.112304688,0.0,5.3984375,0.73,0.312,,-1.78,61.3984375,-1.25326802,-0.425008763,-0.837237077,-1.232919754,-0.652455762634672,-0.8786887525347042,-1.52732619022109
183,183,183,183,183,183,183,2020,January,2020-01,Griffith,Griffith,-34.2872,146.0467,0,0.1794,0.2808,['Highest quality'],0.861328125,245.5546875,23.5078125,0.059570313,0.0078125,20.1015625,0.2,0.238,,0.57,76.796875,-0.082333097,-0.956935501,-0.536487373,-1.107852101,-0.7859153422280579,-0.7943454574509682,-1.5251368843740416
184,184,184,184,184,184,184,2020,February,2020-02,Griffith,Griffith,-34.2872,146.0467,0,0.2393,0.3794,['Highest quality'],0.80078125,185.8359375,36.203125,0.189453125,0.09375,68.203125,0.3,0.134,,-0.36,93.703125,0.94817234,0.5513695,-0.14987986,-0.571628829,-0.8854972659672614,-0.4149792722426054,-1.1617058885255789
185,185,185,185,185,185,185,2020,March,2020-03,Griffith,Griffith,-34.2872,146.0467,0,0.2053,0.3444,['Highest quality'],0.860351563,148.921875,56.546875,0.245117188,0.1484375,50.796875,0.52,0.119,,2.05,139.1015625,0.749392677,0.911402423,0.652999456,-0.042076715,-0.4838274096322379,-0.1936880009792385,-0.8071763792641174
186,186,186,186,186,186,186,2020,April,2020-04,Griffith,Griffith,-34.2872,146.0467,0,0.1533,0.2679,['Highest quality'],0.831054688,91.3984375,43.171875,0.247070313,0.1015625,92.8984375,0.48,0.064,,-1.72,211.8984375,2.299233641,1.575377469,1.451087006,1.093566422,0.369844733879489,0.3175897158573793,-0.30208872165672035
187,187,187,187,187,187,187,2020,May,2020-05,Griffith,Griffith,-34.2872,146.0467,0,0.1794,0.3238,['Lower quality'],0.860351563,65.4765625,32.5078125,0.325195313,0.0703125,12.703125,-0.42,0.378,,1.03,156.3984375,-0.532782319,1.51057009,1.240726727,0.915413545,0.4349767336337927,0.0029438188101485,-0.3534849287032034
188,188,188,188,188,188,188,2020,June,2020-06,Griffith,Griffith,-34.2872,146.0467,0,0.1524,0.2903,['Lower quality'],0.830078125,47.0703125,25.375,0.24609375,0.0078125,19.296875,-0.02,0.568,,1.18,124.8984375,-0.762169781,-1.18946762,0.815340168,0.902536695,0.3686534522903106,-0.1292000517545478,-0.48587519270476975
189,189,189,189,189,189,189,2020,July,2020-07,Griffith,Griffith,-34.2872,146.0467,0,0.155,0.297,['Lower quality'],0.852539063,53.1796875,28.421875,0.2421875,0.0234375,24.3984375,-0.44,0.417,,-0.97,56.3984375,-0.287490722,-0.736560405,-1.152391716,0.962633213,0.5561100267971243,-0.0973536087759505,-0.3967496320752609
190,190,190,190,190,190,190,2020,August,2020-08,Griffith,Griffith,-34.2872,146.0467,0,0.1803,0.3306,['Lower quality'],0.84765625,74.5390625,30.5078125,0.271484375,0.03125,45.5,-1.28,-0.07,,-2.2,89.1953125,0.894434346,0.460032466,-0.15521633,0.876560202,0.6278681006291333,0.2595055179995567,-0.14786064411599176
191,191,191,191,191,191,191,2020,September,2020-09,Griffith,Griffith,-34.2872,146.0467,0,0.1465,0.2654,['Highest quality'],0.815429688,118.328125,26.7578125,0.25,0.0234375,35.0,-1.24,-0.084,,-0.25,104.8984375,0.586462081,0.759190511,0.509448625,0.70504692,0.816924704552914,0.4439825132114395,0.009447238048705502
192,192,192,192,192,192,192,2020,October,2020-10,Griffith,Griffith,-34.2872,146.0467,0,0.1568,0.27,['Lower quality'],0.836914063,157.1953125,41.4296875,0.284179688,0.0625,60.5,-1.19,0.233,,1.79,141.0,1.127253651,0.927416319,0.965878915,0.258409719,1.0509937648775625,0.8125617455271977,0.11619281458836127
193,193,193,193,193,193,193,2020,November,2020-11,Griffith,Griffith,-34.2872,146.0467,0,0.2574,0.3907,['Highest quality'],0.8046875,221.5390625,54.2265625,0.287109375,0.0234375,17.1015625,-1.19,0.143,,1.14,112.6015625,-1.12583087,0.241701894,0.353091969,0.089627898,0.6880934263200885,0.5624704179965251,-0.0969526599656455
194,194,194,194,194,194,194,2020,December,2020-12,Griffith,Griffith,-34.2872,146.0467,0,0.1544,0.2398,['Highest quality'],0.819335938,233.984375,33.015625,0.19921875,0.0078125,11.0,-1.86,0.1,,2.28,88.6015625,-0.766525167,-1.40069464,-0.24205854,0.073671297,0.3357607548180297,0.5453175537108778,-0.15418238747530935
195,195,195,195,195,195,195,2021,January,2021-01,Griffith,Griffith,-34.2872,146.0467,0,0.1616,0.2785,['Highest quality'],0.807617188,227.1328125,38.1015625,0.196289063,0.1328125,78.203125,-1.87,0.116,,1.95,106.3046875,1.316737062,0.590217111,0.023831759,0.597167411,0.1346611928308433,0.8363560783192301,0.13973840523964468
196,196,196,196,196,196,196,2021,February,2021-02,Griffith,Griffith,-34.2872,146.0467,0,0.1322,0.2283,['Highest quality'],0.7265625,187.8515625,52.390625,0.30078125,0.0625,18.8984375,-1.84,0.323,,2.19,108.1015625,-0.319291995,0.712253239,0.153277367,0.248594677,0.0714290169218432,0.5865138177730683,0.16200837345870275
197,197,197,197,197,197,197,2021,March,2021-03,Griffith,Griffith,-34.2872,146.0467,0,0.18,0.2958,['Highest quality'],0.799804688,147.8359375,34.5234375,0.234375,0.21875,74.203125,-0.55,0.367,,-0.95,171.3046875,1.16551842,0.585805755,0.998553481,0.59018916,0.6245310250893508,0.7241791347771135,0.37395407059632224
198,198,198,198,198,198,198,2021,April,2021-04,Griffith,Griffith,-34.2872,146.0467,0,0.169,0.3084,['Highest quality'],0.7734375,102.9296875,43.5078125,0.263671875,0.0078125,0.203125,-0.42,0.325,,0.87,93.3046875,-2.881866782,0.614371121,0.189682688,0.10618257,0.6126432092398599,0.1805376177142944,0.29292163436510005
199,199,199,199,199,199,199,2021,April,2021-04,Griffith,Griffith,-34.2872,146.0467,0,0.169,0.3084,['Highest quality'],0.7734375,102.9296875,43.5078125,0.263671875,0.0078125,0.203125,-0.42,0.325,,0.87,93.3046875,-2.881866782,0.614371121,0.189682688,0.10618257,0.6126432092398599,0.1805376177142944,0.29292163436510005
200,200,200,200,200,200,200,2018,November,2018-11,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1733,0.2649,['Highest quality'],1.845703125,170.203125,41.59375,0.12890625,0.1171875,87.5,0.62,0.623,,2.84,137.296875,0.964283787,0.476177418,0.231345871,-0.531101399,-0.9332710548851544,-0.1219489767114145,-0.5200655561116337
201,201,201,201,201,201,201,2018,December,2018-12,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1871,0.2651,['Highest quality'],1.896484375,223.578125,86.546875,0.130859375,0.078125,44.3984375,-0.23,0.379,,1.44,154.3984375,0.269822712,0.714669729,0.387932593,-0.320418847,-0.6340882319290166,-0.6493918460630248,-0.6067181955613677
202,202,202,202,202,202,202,2018,January,2018-01,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2075,0.3073,['Highest quality'],2.286132813,219.15625,61.6640625,0.0859375,0.0703125,54.6015625,-1.12,-0.135,,2.72,213.6015625,0.649401162,1.430436329,0.949307147,0.604444707,0.1316198112095861,-0.0628861755198629,0.8025492347635591
203,203,203,203,203,203,203,2019,November,2019-11,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1803,0.256,['Highest quality'],1.56640625,189.828125,48.3671875,0.1171875,0.1171875,49.203125,1.07,0.958,,-4.42,77.203125,0.164530054,-0.541689743,-0.733984654,-1.026293544,-0.7190868638500939,-0.9252255282956464,-0.6720183996950286
204,204,204,204,204,204,204,2019,December,2019-12,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1394,0.2079,['Highest quality'],1.594726563,240.59375,20.546875,0.022460938,0.0,7.703125,0.73,0.312,,-1.78,66.40625,-1.38436174,-0.571633547,-0.975562856,-1.321648821,-1.052445257196648,-1.245948561272861,-1.1893246079426012
205,205,205,205,205,205,205,2020,January,2020-01,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1457,0.2141,['Highest quality'],1.56640625,228.0703125,12.421875,0.022460938,0.0078125,18.6015625,0.2,0.238,,0.57,75.5078125,-0.451028413,-1.228910109,-0.62714427,-1.2649973,-1.0304892577629965,-1.2006300581507126,-1.3153705315680884
206,206,206,206,206,206,206,2020,February,2020-02,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.144,0.2269,['Highest quality'],1.443359375,174.8046875,21.96875,0.077148438,0.0078125,28.6015625,0.3,0.134,,-0.36,54.90625,-0.26022352,-0.804839891,-1.342847566,-1.263462217,-1.4655848531413964,-1.1035299183681726,-1.3617494974119893
207,207,207,207,207,207,207,2020,March,2020-03,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1884,0.2867,['Highest quality'],1.541015625,136.671875,62.625,0.181640625,0.2578125,72.6015625,0.52,0.119,,2.05,119.8046875,0.925072698,0.364628907,0.016223782,-0.56291457,-0.9570676085542394,-0.8379423840014198,-1.0425849841076373
208,208,208,208,208,208,208,2020,April,2020-04,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2073,0.3276,['Highest quality'],1.486328125,78.7421875,49.96875,0.176757813,0.0703125,87.0,0.48,0.064,,-1.72,188.203125,1.893998012,1.502893519,0.877705119,0.257165794,-0.3740421045000064,-0.3590888803293997,-0.704321091444557
209,209,209,209,209,209,209,2020,May,2020-05,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.21,0.3373,['Lower quality'],1.533203125,56.3203125,39.7578125,0.239257813,0.0546875,21.796875,-0.42,0.378,,1.03,181.3984375,-0.282384523,1.293680544,1.183499915,0.138991009,-0.2627261273198251,-0.5903262479791644,-0.7718942308681914
210,210,210,210,210,210,210,2020,June,2020-06,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1966,0.3303,['Lower quality'],1.4765625,37.578125,31.3359375,0.220703125,0.046875,56.703125,-0.02,0.568,,1.18,165.5,0.274722563,-0.13778285,1.174375165,0.530062132,-0.110647393833672,-0.5783428959351847,-0.7355122650139475
211,211,211,211,211,211,211,2020,July,2020-07,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2013,0.334,['Lower quality'],1.5234375,44.578125,36.1171875,0.2265625,0.015625,23.0,-0.44,0.417,,-0.97,101.5,-1.154614687,-0.415112558,-0.634936457,0.495029725,-0.0259591679212317,-0.6168702226580838,-0.7113099573516927
212,212,212,212,212,212,212,2020,August,2020-08,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2262,0.3489,['Lower quality'],1.517578125,59.828125,49.3671875,0.263671875,0.0703125,76.796875,-1.28,-0.07,,-2.2,156.5,1.107767925,0.421339763,0.389137948,1.122030847,0.2440521016119493,-0.1632849257588873,-0.43655392910288027
213,213,213,213,213,213,213,2020,September,2020-09,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2138,0.3393,['Highest quality'],1.46875,96.9609375,60.796875,0.233398438,0.0390625,54.0,-1.24,-0.084,,-0.25,153.796875,0.668548757,0.965283559,0.548337286,0.883861206,0.6063378125513725,0.1101805663148628,-0.2945286214097473
214,214,214,214,214,214,214,2020,October,2020-10,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2118,0.3427,['Lower quality'],1.505859375,132.8828125,75.5625,0.258789063,0.0703125,91.1015625,-1.19,0.233,,1.79,221.8984375,1.291494266,1.10762684,1.17081427,0.702681822,0.9579823671449048,0.6281698793469364,0.019048686609857986
215,215,215,215,215,215,215,2020,November,2020-11,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2143,0.3101,['Highest quality'],1.4375,194.1796875,79.2109375,0.224609375,0.0546875,37.3984375,-1.19,0.143,,1.14,182.5,-0.165818446,0.762747076,0.780472192,0.667957497,1.04051026037662,0.492444948480337,-0.22230979748477112
216,216,216,216,216,216,216,2020,December,2020-12,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2226,0.3097,['Highest quality'],1.455078125,215.671875,71.375,0.196289063,0.1484375,63.5,-1.86,0.1,,2.28,192.0,0.730887468,0.265524115,0.805784183,0.760602318,0.969457794667376,0.7659881087401893,-0.15383891146225492
217,217,217,217,217,217,217,2021,January,2021-01,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.1693,0.2471,['Highest quality'],1.431640625,209.1953125,57.59375,0.111328125,0.2109375,76.796875,-1.87,0.116,,1.95,177.6953125,1.089199276,1.043368574,0.628914378,1.079158969,0.7884424182802746,0.9640747910457594,0.029683035955188692
218,218,218,218,218,218,218,2021,February,2021-02,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.229,0.3339,['Lower quality'],1.328125,167.609375,100.8046875,0.370117188,0.9296875,91.6015625,-1.84,0.323,,2.19,231.8984375,0.938743798,1.273443536,1.245606525,1.144452579,1.069727748753544,1.2737547650322196,0.3130328407922256
219,219,219,219,219,219,219,2021,March,2021-03,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2333,0.3404,['Highest quality'],1.493164063,126.9609375,73.6015625,0.190429688,0.21875,103.203125,-0.55,0.367,,-0.95,271.6015625,1.322804403,1.267951849,1.509129352,1.322820598,1.2641271947338866,1.378803195662671,0.5058659173817593
220,220,220,220,220,220,220,2021,April,2021-04,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2121,0.3421,['Highest quality'],1.458007813,89.59375,65.21875,0.166015625,0.0078125,1.203125,-0.42,0.325,,0.87,196.0078125,-2.272679071,0.815147884,0.947099018,1.127648702,1.3839929625171452,1.146973214697547,0.579721970510568
221,221,221,221,221,221,221,2021,April,2021-04,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0,0.2121,0.3421,['Highest quality'],1.458007813,89.59375,65.21875,0.166015625,0.0078125,1.203125,-0.42,0.325,,0.87,196.0078125,-2.272679071,0.815147884,0.947099018,1.127648702,1.3839929625171452,1.146973214697547,0.579721970510568
222,222,222,222,222,222,222,2018,October,2018-10,Forbes,Forbes,-33.3853,148.0079,0,0.1954,0.335,['Highest quality'],0.7421875,167.734375,30.5546875,0.096679688,0.0546875,45.1015625,0.24,0.844,,2.76,62.5,0.689719856,-0.064679789,-0.354345577,-1.278156353,-1.9335863816279848,-1.280188889201421,-0.7373611097271537
223,223,223,223,223,223,223,2018,November,2018-11,Forbes,Forbes,-33.3853,148.0079,0,0.2303,0.3695,['Highest quality'],0.713867188,183.109375,49.1328125,0.096679688,0.0703125,80.8984375,0.62,0.623,,2.84,132.6015625,0.830602425,0.8160826,0.423436978,-0.590687381,-0.9874395848168336,-0.9203826859048648,-0.516954328016597
224,224,224,224,224,224,224,2018,December,2018-12,Forbes,Forbes,-33.3853,148.0079,0,0.2465,0.3952,['Highest quality'],0.734375,235.40625,69.828125,0.126953125,0.0625,32.8984375,-0.23,0.379,,1.44,158.8984375,-0.213629922,0.367519649,0.463302223,-0.367123741,-0.8082188705639838,-1.218173248701147,-0.6270184408592533
225,225,225,225,225,225,225,2019,January,2019-01,Forbes,Forbes,-33.3853,148.0079,0,0.1992,0.2928,['Highest quality'],0.728515625,260.84375,34.015625,0.040039063,0.0,24.5,0.36,0.452,,2.79,138.296875,-0.173774039,-0.491681421,0.120817212,-0.125828137,-0.7043000841939783,-1.2545164216412623,-0.6283561069124042
226,226,226,226,226,226,226,2020,December,2020-12,Forbes,Forbes,-33.3853,148.0079,0,0.2447,0.3661,['Highest quality'],0.79296875,219.359375,55.515625,0.180664063,0.015625,28.8984375,-1.86,0.1,,2.28,145.6953125,-0.339519172,-0.486272962,0.333050816,0.712241599,1.3373082253214696,1.221909759510717,0.0475062398785178
227,227,227,227,227,227,227,2021,January,2021-01,Forbes,Forbes,-33.3853,148.0079,0,0.2477,0.3828,['Highest quality'],0.7890625,220.4296875,94.9296875,0.30859375,0.5078125,132.796875,-1.87,0.116,,1.95,190.1953125,1.897748772,1.13717569,0.662145276,1.154287294,1.0759206968228168,1.53722108956536,0.3583874849302985
228,228,228,228,228,228,228,2021,February,2021-02,Forbes,Forbes,-33.3853,148.0079,0,0.2691,0.4393,['Lower quality'],0.71875,180.15625,106.359375,0.40234375,0.4140625,101.796875,-1.84,0.323,,2.19,263.4921875,0.936520142,1.869440122,1.374285085,1.37671374,1.318667122013537,1.7097619175755905,0.4746529542807447
229,229,229,229,229,229,229,2021,March,2021-03,Forbes,Forbes,-33.3853,148.0079,0,0.2517,0.4229,['Lower quality'],0.801757813,139.078125,73.015625,0.331054688,4.6875,154.796875,-0.55,0.367,,-0.95,389.390625,1.62210497,1.557445822,2.166022538,1.643781799,1.712438463132755,1.9516819007859585,0.832948004269438
