,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Year,Month,Year_Month,Geographic Location,Location_x,Latitude,Longitude,Drought / No Drought,MYD13A3_061__1_km_monthly_EVI,MYD13A3_061__1_km_monthly_NDVI,MYD13A3_061__1_km_monthly_VI_Quality_VI_Usefulness_Description,Deep_Drainage,PET_Actual,E_Actual,Soil_M_root_zone,Qtot,Rainfall,ENSO,IOD,IPO_TPI,SAMI,P_acc_3M,geom,address,postal_code_Country,postal_code,countyname,lganame,Location_y,CDI,comment,CDI_0,CDI_01,CDI_012,CDI_0123,CDI_01234
40891,398,398,398,2020,March,2020-03,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.2488,0.423,['Highest quality'],2.212890625,133.1328125,59.2265625,0.704101563,9.859375,117.3984375,0.52,0.119,,2.05,397.5,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","2357, Australia",2357,GOWEN,WARRUMBUNGLE,Coonabarabran,3,,0,0,0,1,1
40964,399,399,399,2020,April,2020-04,Coonabarabran,Coonabarabran,-31.25,149.2667,1,0.2973,0.4888,['Highest quality'],3.002929688,90.3203125,45.921875,0.750976563,44.46875,125.5,0.48,0.064,,-1.72,474.5,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","2357, Australia",2357,GOWEN,WARRUMBUNGLE,Coonabarabran,3,,0,0,0,1,1
41037,400,400,400,2020,December,2020-12,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.2137,0.3671,['Highest quality'],5.762695313,205.53125,54.1484375,0.43359375,5.125,168.3984375,-1.86,0.1,,2.28,255.5,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","2357, Australia",2357,GOWEN,WARRUMBUNGLE,Coonabarabran,5,,0,0,0,0,0
41110,401,401,401,2021,January,2021-01,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.2711,0.4606,['Lower quality'],6.576171875,201.890625,89.0703125,0.646484375,38.953125,106.8984375,-1.87,0.116,,1.95,286.296875,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","2357, Australia",2357,GOWEN,WARRUMBUNGLE,Coonabarabran,5,,0,0,0,0,0
41183,402,402,402,2021,February,2021-02,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.3035,0.4877,['Highest quality'],6.36328125,168.0625,79.4375,0.498046875,3.6640625,109.1015625,-1.84,0.323,,2.19,384.3984375,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","2357, Australia",2357,GOWEN,WARRUMBUNGLE,Coonabarabran,5,,0,0,0,0,0
41256,403,403,403,2021,March,2021-03,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.3173,0.5058,['Lower quality'],7.64453125,137.140625,68.1640625,0.625976563,70.90625,216.8984375,-0.55,0.367,,-0.95,432.8984375,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","2357, Australia",2357,GOWEN,WARRUMBUNGLE,Coonabarabran,5,,0,0,0,0,0
41329,404,404,404,2021,April,2021-04,Coonabarabran,Coonabarabran,-31.25,149.2667,0,0.2873,0.4902,['Highest quality'],8.4921875,100.9140625,54.9296875,0.551757813,4.171875,8.8984375,-0.42,0.325,,0.87,334.8984375,"-31.25,149.2667","Coonabarabran, Warrumbungle Shire Council, New South Wales, 2357, Australia","2357, Australia",2357,GOWEN,WARRUMBUNGLE,Coonabarabran,5,,0,0,0,0,0
41362,405,405,405,2019,January,2019-01,Orange,Orange,-33.2833,149.1,1,0.2473,0.4088,['Highest quality'],1.735351563,225.484375,92.390625,0.2734375,0.6015625,71.6015625,0.36,0.452,,2.79,238.6015625,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,1,,0,1,1,1,1
41414,406,406,406,2019,February,2019-02,Orange,Orange,-33.2833,149.1,1,0.282,0.4396,['Highest quality'],1.544921875,169.078125,60.359375,0.274414063,0.6328125,58.3984375,1.58,0.496,,-1.87,197.796875,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,1,,0,1,1,1,1
41466,407,407,407,2019,March,2019-03,Orange,Orange,-33.2833,149.1,1,0.2506,0.4193,['Highest quality'],1.684570313,127.765625,43.6328125,0.176757813,0.3203125,55,0.92,0.325,,1.47,185,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,1,,0,1,1,1,1
41518,408,408,408,2019,April,2019-04,Orange,Orange,-33.2833,149.1,1,0.2799,0.4617,['Highest quality'],1.604492188,94.9296875,40.796875,0.18359375,0.09375,0.1015625,0.72,0.333,,0.86,113.5,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,1,,0,1,1,1,1
41570,409,409,409,2019,May,2019-05,Orange,Orange,-33.2833,149.1,1,0.3102,0.5022,['Lower quality'],1.635742188,56.984375,25.4375,0.267578125,0.8359375,75.296875,1.15,0.619,,-0.11,130.3984375,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,1,,0,1,1,1,1
41622,410,410,410,2019,June,2019-06,Orange,Orange,-33.2833,149.1,1,0.2306,0.3866,['Decreasing quality (0010)'],1.573242188,41.7578125,22.2265625,0.330078125,0.2734375,38.3984375,0.83,0.719,,2.21,113.796875,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,2,,0,0,1,1,1
41674,411,411,411,2019,July,2019-07,Orange,Orange,-33.2833,149.1,1,0.2204,0.4039,['Lower quality'],1.620117188,46.2890625,24.3828125,0.345703125,0.2265625,21.5,0.8,0.693,,-2.2,135.1953125,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,2,,0,0,1,1,1
41726,412,412,412,2019,August,2019-08,Orange,Orange,-33.2833,149.1,1,0.2025,0.3621,['Highest quality'],1.610351563,66.484375,33.9921875,0.321289063,0.2578125,28.796875,0.22,0.548,,-2.04,88.6953125,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,1,,0,1,1,1,1
41778,413,413,413,2019,September,2019-09,Orange,Orange,-33.2833,149.1,1,0.2455,0.4105,['Lower quality'],1.5390625,103.171875,47.453125,0.306640625,0.453125,49.3984375,0.99,0.999,,0.81,99.6953125,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,1,,0,1,1,1,1
41830,414,414,414,2019,October,2019-10,Orange,Orange,-33.2833,149.1,1,0.2564,0.4088,['Highest quality'],1.563476563,151.25,45.21875,0.244140625,0.1484375,15.796875,0.66,1.123,,-1.97,93.9921875,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,1,,0,1,1,1,1
41882,415,415,415,2019,November,2019-11,Orange,Orange,-33.2833,149.1,1,0.2634,0.3747,['Highest quality'],1.482421875,186.7421875,50.3125,0.200195313,0.2265625,23.703125,1.07,0.958,,-4.42,88.8984375,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,0,,1,1,1,1,1
41934,416,416,416,2019,December,2019-12,Orange,Orange,-33.2833,149.1,1,0.2128,0.3415,['Highest quality'],1.5,225.15625,49.3828125,0.087890625,0.1015625,13.5,0.73,0.312,,-1.78,53,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,0,,1,1,1,1,1
41986,417,417,417,2020,January,2020-01,Orange,Orange,-33.2833,149.1,1,0.2204,0.3201,['Highest quality'],1.47265625,222.15625,44.4375,0.096679688,0.375,73.6015625,0.2,0.238,,0.57,110.8046875,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,0,,1,1,1,1,1
42038,418,418,418,2020,February,2020-02,Orange,Orange,-33.2833,149.1,1,0.2371,0.4017,['Lower quality'],1.370117188,145.25,55.0703125,0.185546875,0.4296875,60.3984375,0.3,0.134,,-0.36,147.5,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,CABONNE,Orange,0,,1,1,1,1,1
42090,419,419,419,2020,March,2020-03,Orange,Orange,-33.2833,149.1,1,0.292,0.4765,['Highest quality'],1.471679688,117.0390625,60.15625,0.310546875,0.7265625,120.1015625,0.52,0.119,,2.05,254.1015625,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,0,,1,1,1,1,1
42142,420,420,420,2020,April,2020-04,Orange,Orange,-33.2833,149.1,1,0.2954,0.4699,['Highest quality'],1.470703125,74.6640625,40.921875,0.5625,1.1171875,128.5,0.48,0.064,,-1.72,309,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,3,,0,0,0,1,1
42194,421,421,421,2020,December,2020-12,Orange,Orange,-33.2833,149.1,0,0.303,0.6165,['Decreasing quality (0011)'],2.770507813,180.4375,75.8125,0.521484375,2.734375,86.796875,-1.86,0.1,,2.28,217.3984375,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,5,,0,0,0,0,0
42246,422,422,422,2021,January,2021-01,Orange,Orange,-33.2833,149.1,0,0.3041,0.4935,['Decreasing quality (0011)'],2.705078125,183.4375,77.328125,0.510742188,13.7421875,70.796875,-1.87,0.116,,1.95,203.296875,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,5,,0,0,0,0,0
42298,423,423,423,2021,February,2021-02,Orange,Orange,-33.2833,149.1,0,0.3234,0.4631,['Highest quality'],2.412109375,149.890625,71.8828125,0.65625,49.0390625,143.296875,-1.84,0.323,,2.19,300.890625,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,5,,0,0,0,0,0
42350,424,424,424,2021,March,2021-03,Orange,Orange,-33.2833,149.1,0,0.3221,0.5117,['Highest quality'],2.700195313,119.9375,65.3671875,0.669921875,61.171875,180.203125,-0.55,0.367,,-0.95,394.296875,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,5,,0,0,0,0,0
42402,425,425,425,2021,April,2021-04,Orange,Orange,-33.2833,149.1,0,0.2863,0.4785,['Highest quality'],2.766601563,86.6640625,51.7265625,0.654296875,2.1796875,5.5,-0.42,0.325,,0.87,329,"-33.2833,149.1","Orange Central Square, Byng Street, Orange, Orange City Council, New South Wales, 2800, Australia","2800, Australia",2800,WELLINGTON,ORANGE,Orange,5,,0,0,0,0,0
42445,426,426,426,2019,January,2019-01,Bathurst,Bathurst,-33.4193,149.5835,1,0.2272,0.3764,['Highest quality'],1.909179688,216.140625,92.5703125,0.158203125,0.359375,132.296875,0.36,0.452,,2.79,296.09375,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,3,,0,0,0,1,1
42549,427,427,427,2019,February,2019-02,Bathurst,Bathurst,-33.4193,149.5835,1,0.2103,0.363,['Lower quality'],1.796875,168.6015625,86.828125,0.27734375,0.46875,70.6015625,1.58,0.496,,-1.87,262.6953125,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
42653,428,428,428,2019,March,2019-03,Bathurst,Bathurst,-33.4193,149.5835,1,0.2791,0.4517,['Lower quality'],2.009765625,129.78125,59.78125,0.147460938,0.1015625,88.703125,0.92,0.325,,1.47,291.6015625,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
42757,429,429,429,2019,April,2019-04,Bathurst,Bathurst,-33.4193,149.5835,1,0.3205,0.5165,['Highest quality'],1.947265625,97.15625,55.9609375,0.1796875,0.0703125,4.3984375,0.72,0.333,,0.86,163.703125,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
42861,430,430,430,2019,May,2019-05,Bathurst,Bathurst,-33.4193,149.5835,1,0.2639,0.4387,['Lower quality'],1.96875,61.34375,31.2578125,0.118164063,0.046875,33.5,1.15,0.619,,-0.11,126.6015625,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
42965,431,431,431,2019,June,2019-06,Bathurst,Bathurst,-33.4193,149.5835,1,0.2771,0.4771,['Lower quality'],1.853515625,45.2109375,21.453125,0.091796875,0,20.296875,0.83,0.719,,2.21,58.1953125,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
43069,432,432,432,2019,July,2019-07,Bathurst,Bathurst,-33.4193,149.5835,1,0.1988,0.3674,['Lower quality'],1.861328125,52.2578125,20.2890625,0.08203125,0,8.5,0.8,0.693,,-2.2,62.296875,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
43173,433,433,433,2019,August,2019-08,Bathurst,Bathurst,-33.4193,149.5835,1,0.1802,0.3342,['Highest quality'],1.805664063,72.765625,22.078125,0.055664063,0,17,0.22,0.548,,-2.04,45.796875,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,2,,0,0,1,1,1
43277,434,434,434,2019,September,2019-09,Bathurst,Bathurst,-33.4193,149.5835,1,0.1807,0.3292,['Lower quality'],1.703125,108.71875,38.4921875,0.09375,0.1484375,52.6015625,0.99,0.999,,0.81,78.1015625,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,2,,0,0,1,1,1
43381,435,435,435,2019,October,2019-10,Bathurst,Bathurst,-33.4193,149.5835,1,0.2224,0.3673,['Highest quality'],1.732421875,158.9921875,45.0546875,0.055664063,0,17.796875,0.66,1.123,,-1.97,87.3984375,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,2,,0,0,1,1,1
43485,436,436,436,2019,November,2019-11,Bathurst,Bathurst,-33.4193,149.5835,1,0.2312,0.345,['Highest quality'],1.633789063,193.625,26.5703125,0.036132813,0.015625,21.1015625,1.07,0.958,,-4.42,91.5,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,1,,0,1,1,1,1
43589,437,437,437,2019,December,2019-12,Bathurst,Bathurst,-33.4193,149.5835,1,0.1857,0.2989,['Lower quality'],1.642578125,226.59375,14.734375,0.015625,0,7.1015625,0.73,0.312,,-1.78,46,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,1,,0,1,1,1,1
43693,438,438,438,2020,January,2020-01,Bathurst,Bathurst,-33.4193,149.5835,1,0.2366,0.3296,['Highest quality'],1.60546875,216.3515625,28.78125,0.083007813,0.03125,61.1015625,0.2,0.238,,0.57,89.3046875,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,1,,0,1,1,1,1
43797,439,439,439,2020,February,2020-02,Bathurst,Bathurst,-33.4193,149.5835,1,0.2874,0.4522,['Highest quality'],1.529296875,148.1875,56.3984375,0.202148438,0.15625,72.6015625,0.3,0.134,,-0.36,140.8046875,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,0,,1,1,1,1,1
43901,440,440,440,2020,March,2020-03,Bathurst,Bathurst,-33.4193,149.5835,1,0.2516,0.3679,['Lower quality'],1.701171875,118.1875,65.59375,0.279296875,0.625,131.1015625,0.52,0.119,,2.05,264.8046875,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,1,,0,1,1,1,1
44005,441,441,441,2020,April,2020-04,Bathurst,Bathurst,-33.4193,149.5835,1,0.3163,0.5002,['Highest quality'],1.850585938,81.0390625,49.3359375,0.446289063,0.53125,100.796875,0.48,0.064,,-1.72,304.5,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,3,,0,0,0,1,1
44109,442,442,442,2020,December,2020-12,Bathurst,Bathurst,-33.4193,149.5835,0,0.3181,0.4502,['Lower quality'],3.471679688,176.8359375,65.4140625,0.28515625,0.1171875,70.3984375,-1.86,0.1,,2.28,185.703125,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
44213,443,443,443,2021,January,2021-01,Bathurst,Bathurst,-33.4193,149.5835,0,0.2815,0.4322,['Lower quality'],3.302734375,183.7109375,79.5,0.293945313,0.078125,45.796875,-1.87,0.116,,1.95,168.296875,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
44317,444,444,444,2021,February,2021-02,Bathurst,Bathurst,-33.4193,149.5835,0,0.3002,0.4498,['Highest quality'],2.828125,149.2109375,77.53125,0.369140625,0.515625,96.8984375,-1.84,0.323,,2.19,213.09375,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
44421,445,445,445,2021,March,2021-03,Bathurst,Bathurst,-33.4193,149.5835,0,0.2966,0.4929,['Highest quality'],3.1875,120.109375,63.140625,0.442382813,1.078125,152.296875,-0.55,0.367,,-0.95,294.9921875,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
44525,446,446,446,2021,April,2021-04,Bathurst,Bathurst,-33.4193,149.5835,0,0.3658,0.569,['Highest quality'],3.704101563,90.9140625,63.1796875,0.420898438,0.1484375,3.5,-0.42,0.325,,0.87,252.6953125,"-33.4193,149.5835","Howick Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia","2795, Australia",2795,BATHURST,BATHURST REGIONAL,Bathurst,5,,0,0,0,0,0
44629,447,447,447,2019,January,2019-01,Dubbo,Dubbo,-32.2569,148.6011,1,0.2747,0.4598,['Highest quality'],2.014648438,261.7421875,53.203125,0.114257813,0.1640625,64.3984375,0.36,0.452,,2.79,156,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,1,,0,1,1,1,1
44689,448,448,448,2019,February,2019-02,Dubbo,Dubbo,-32.2569,148.6011,1,0.2916,0.4777,['Highest quality'],1.80078125,202.125,49.03125,0.153320313,0.046875,31.6015625,1.58,0.496,,-1.87,129.5,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO,Dubbo,1,,0,1,1,1,1
44749,449,449,449,2019,March,2019-03,Dubbo,Dubbo,-32.2569,148.6011,1,0.2653,0.4706,['Highest quality'],1.965820313,162.7578125,33.015625,0.06640625,0.03125,43.296875,0.92,0.325,,1.47,139.296875,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO,Dubbo,1,,0,1,1,1,1
44809,450,450,450,2019,April,2019-04,Dubbo,Dubbo,-32.2569,148.6011,1,0.317,0.4919,['Highest quality'],1.872070313,117.8203125,33.2421875,0.071289063,0,0.296875,0.72,0.333,,0.86,75.1953125,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO,Dubbo,1,,0,1,1,1,1
44869,451,451,451,2019,May,2019-05,Dubbo,Dubbo,-32.2569,148.6011,1,0.3113,0.5396,['Highest quality'],1.8984375,75.9296875,17.9296875,0.034179688,0.0078125,17.296875,1.15,0.619,,-0.11,60.890625,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO,Dubbo,1,,0,1,1,1,1
44929,452,452,452,2019,June,2019-06,Dubbo,Dubbo,-32.2569,148.6011,1,0.2671,0.4923,['Lower quality'],1.802734375,56.484375,10.9765625,0.017578125,0,8.6015625,0.83,0.719,,2.21,26.1953125,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,1,,0,1,1,1,1
44989,453,453,453,2019,July,2019-07,Dubbo,Dubbo,-32.2569,148.6011,1,0.2233,0.4138,['Lower quality'],1.827148438,64.4765625,7.5625,0.01171875,0,3.6015625,0.8,0.693,,-2.2,29.5,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,1,,0,1,1,1,1
45049,454,454,454,2019,August,2019-08,Dubbo,Dubbo,-32.2569,148.6011,1,0.2136,0.3872,['Highest quality'],1.791992188,88.8203125,7.8125,0.01953125,0,9.5,0.22,0.548,,-2.04,21.703125,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,1,,0,1,1,1,1
45109,455,455,455,2019,September,2019-09,Dubbo,Dubbo,-32.2569,148.6011,1,0.2047,0.3395,['Highest quality'],1.702148438,128.9921875,11.78125,0.026367188,0.0078125,16.203125,0.99,0.999,,0.81,29.3046875,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,1,,0,1,1,1,1
45169,456,456,456,2019,October,2019-10,Dubbo,Dubbo,-32.2569,148.6011,1,0.2257,0.3895,['Highest quality'],1.727539063,179.453125,17.6640625,0.024414063,0,5.8984375,0.66,1.123,,-1.97,31.6015625,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,0,,1,1,1,1,1
45229,457,457,457,2019,November,2019-11,Dubbo,Dubbo,-32.2569,148.6011,1,0.2257,0.3885,['Highest quality'],1.642578125,215.7265625,19.2734375,0.036132813,0.015625,18.296875,1.07,0.958,,-4.42,40.3984375,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,0,,1,1,1,1,1
45289,458,458,458,2019,December,2019-12,Dubbo,Dubbo,-32.2569,148.6011,1,0.2092,0.3535,['Highest quality'],1.666992188,260.8359375,12,0.010742188,0,3.1015625,0.73,0.312,,-1.78,27.296875,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,0,,1,1,1,1,1
45349,459,459,459,2020,January,2020-01,Dubbo,Dubbo,-32.2569,148.6011,1,0.2158,0.3494,['Highest quality'],1.637695313,261.734375,17.6953125,0.064453125,0.0234375,43.296875,0.2,0.238,,0.57,64.6953125,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,0,,1,1,1,1,1
45409,460,460,460,2020,February,2020-02,Dubbo,Dubbo,-32.2569,148.6011,1,0.2434,0.4102,['Highest quality'],1.541015625,164.234375,41.46875,0.326171875,0.1796875,108.5,0.3,0.134,,-0.36,154.8984375,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,0,,1,1,1,1,1
45469,461,461,461,2020,March,2020-03,Dubbo,Dubbo,-32.2569,148.6011,1,0.3565,0.5541,['Highest quality'],1.73046875,139.8671875,64.9296875,0.442382813,0.5,103.203125,0.52,0.119,,2.05,255,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,1,,0,1,1,1,1
45529,462,462,462,2020,April,2020-04,Dubbo,Dubbo,-32.2569,148.6011,1,0.3877,0.618,['Highest quality'],1.80859375,92.03125,50.2421875,0.591796875,5.5625,114.1015625,0.48,0.064,,-1.72,325.8046875,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,3,,0,0,0,1,1
45589,463,463,463,2020,December,2020-12,Dubbo,Dubbo,-32.2569,148.6011,0,0.3336,0.4819,['Highest quality'],2.7890625,219.4375,49.53125,0.334960938,0.2421875,100,-1.86,0.1,,2.28,180.3984375,"-32.2569,148.6011","Macquarie Street, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","2830, Australia",2830,LINCOLN,DUBBO REGIONAL,Dubbo,5,,0,0,0,0,0
